institution,latitude,longitude
Montgomery College,39.10949,-77.19083
Metropolitan State University Of Denver,39.745976,-105.007523
Salish Kootenai College,47.598426,-114.111601
Samford University,33.522217,-86.809079
Murray State University,40.631573,-111.85471
Mote Marine Laboratory,27.332919,-82.577415
Texas Southern University,29.663872,-95.236359
Central Lakes College,47.225765,-92.47658
Parkland College,40.132042,-88.290001
Northeast Wisconsin Technical College,44.527273,-88.107247
Stark State College Of Technology,40.793438,-77.860333
"Abbrescia, Leonardo Enrique",42.725445,-84.482309
University Of Chicago Math Department,40.342781,-74.657007
Central Community College,40.92496,-98.339361
Butte-Glenn Community College District,46.012698,-112.537969
Germanna Community College,38.375397,-77.780186
Minnesota State Colleges & Universities,44.947984,-93.09577
Antelope Valley Union High School District,42.129597,-98.02857
Antelope Valley College,40.039544,-76.305975
Wenatchee Valley College,34.053308,-117.331268
Mount Hood Community College,45.515968,-122.39661
Reva X-Ray Systems Corporation,37.77188,-122.272542
Clover Park Technical College,47.17629,-122.5056
Neurosmart Inc.,37.396855,-122.066253
Nash Community College,35.977454,-77.89837
Corning Community College,42.142739,-77.054704
College Of Muscogee Nation,35.635367,-95.936121
Green River Community College,47.31277,-122.178621
University Of San Francisco,37.776682,-122.454598
Middlesex Community College,42.492475,-71.280511
Columbia State Community College,34.07019,-81.0023
County College Of Morris,40.858091,-74.579278
Northeastern Technical College,34.70009,-79.936102
Northern Virginia Community College,38.83472,-77.23385
Cuyahoga Community College,41.494837,-81.683668
South Central College,44.173405,-94.03364
Ferris State University (Inc.),43.688289,-85.479771
Materials Research Society,40.67103,-80.1158
University Of Arkansas Agricultural Experiment Station,36.09781,-94.17842
Broward College,26.119406,-80.141564
Georgia Piedmont Technical College,33.809525,-84.239867
"Quicksilver Biosciences, Inc.",40.814147,-73.955238
Northland Community & Technical College,48.117039,-96.181561
Suny Onondaga Community College,43.00211,-76.20056
Brookdale Community College,40.32475,-74.131733
Cuny Queensborough Community College,40.755813,-73.756629
Red Balloon Security Inc,40.763995,-73.996418
Monterey Peninsula College,36.600213,-121.895799
Florida State College At Jacksonville,30.326472,-81.65535
College Of Central Florida,29.16538,-82.173798
"Vaxform, Llc",40.599758,-75.366319
Chattanooga State Community College,35.09816,-85.24382
Motlow State Community College,35.36538,-86.30035
San Diego Community College District,32.803833,-117.164735
Pueblo Community College,38.263434,-104.637609
Wistar Institute,39.952756,-75.166853
Hudson County Community College,40.730453,-74.063697
Assumption College,42.623537,-74.671697
Southeast Community College,42.95163,-85.6667
University Of Portland,45.572963,-122.726223
18F Gsa,38.897043,-77.042568
Benjamin Franklin Cummings Institute Of Technology,43.0849,-77.67451
Cuny Borough Of Manhattan Community College,40.789352,-73.95709
Pennsylvania College Of Technology,41.2337,-77.023306
"University Of California, Riverside",34.101512,-117.769821
Augustana University Association,43.526638,-96.73706
"Sonovance, Inc.",39.34139,-76.63158
"Defined Bioscience, Inc.",32.887442,-117.182907
Phage Refinery Llc,29.700045,-98.44609
"Soarce, Inc.",28.366765,-81.290034
University Of Texas Arlington,40.799062,-74.239482
Dmag Usa Llc,37.99182,-87.562961
Duke University Biology Department,35.910622,-79.048686
Quarksen Llc,42.0399,-71.20505
High Point University,35.970406,-79.992191
New York University Grossman School Of Medicine,40.745155,-73.982667
California Polytechnic State University,35.288525,-120.651738
"The Regents Of The University Of California, Berkeley Campus",37.868706,-122.259186
Institute Of Plant Sciences Paris Saclay University,39.945085,-75.168543
Carnegie Institution For Science,37.424669,-122.170275
San Diego State University,33.975405,-117.331836
New York University Medical Center,40.742216,-73.974141
The Rockefeller University,40.765308,-73.963843
Percept Biosciences Inc.,32.746554,-117.251126
University Of Minnesota-Duluth,42.441083,-76.496377
University Of Kentucky,37.061573,-84.614709
Illinois Natural History Survey,41.70205,-86.235621
University Of Guelph,42.229797,-83.719551
Central Carolina Community College,28.811727,-81.268032
Eastern Kentucky University,37.516731,-82.804465
"Quadralynx, Inc",47.65879,-117.40761
Reuben H. Fleet Science Center,32.713623,-117.16016
Northern State University,39.509342,-76.163491
Anne Arundel Community College,39.029006,-76.504039
University Of Cambridge,52.222191,0.096421
University Of Virginia,50.73511,7.099684
Computational Physics Inc,38.81045,-77.220528
Academy Of Natural Sciences Philadelphia,39.956847,-75.171246
"Cartesian Systems, Inc.",42.371823,-71.077667
Hobart And William Smith Colleges,31.040434,-85.87726
Natural History Museum Of Los Angeles County,34.078208,-118.129312
University Of South Carolina,34.077396,-82.11086
Luther College,43.316233,-91.802411
College Of Saint Scholastica,46.81529,-92.106455
Concord University,33.957715,-83.37524
Atmospheric And Environmental Research Inc,42.462492,-71.267906
University Of Copenhagen,42.194865,-71.200382
Inter-American Institute For Global Change Research,-34.906334,-56.20423
The Ohio State University,40.0029,-83.01369
W1fb Us Military Academy,33.6071,-88.648738
Nasus Medical Inc.,33.41867,-111.838577
"Iris Light Technologies, Inc.",41.901067,-87.684997
Children's Hospital Corporation,42.337495,-71.105236
Grand View College,41.584997,-93.624273
Earthscope Consortium Inc.,38.91709,-76.98648
Shoreline Community College,34.18823,-82.161734
The Texas A&M University System Hsc,30.620203,-96.342988
University Of Oklahoma,30.409526,-91.166874
University Of Minnesota,42.445162,-76.48261
Reed College,45.511866,-122.680166
Oakton Community College,42.062346,-87.880488
Council Of Graduate Schools,38.909135,-77.044494
Suny Adirondack,43.35456,-73.65408
Kellogg Community College,42.316616,-85.179956
Gavilan Joint Community College District,36.973809,-121.569155
Lee College,29.731709,-95.006453
El Camino College,38.738157,-120.675963
Chabot College,37.641789,-122.105601
Tanda Biotech Corporation,42.177244,-87.952014
Lattice Therapeutics Inc,38.97115,-77.028473
Retrn Bioworks Inc.,42.446841,-76.47726
"Ellison Institute, Llc",34.030079,-118.456215
"Grayskytech, Inc",47.76913,-122.04631
Pitch Aeronautics Inc.,43.54455,-116.15805
"Manzanita Cooperative, Inc.",34.048051,-118.254187
"Brainstorm Therapeutics, Inc.",32.870132,-117.201603
Ciwro,35.232914,-97.494409
Magnify Biosciences Inc.,40.59251,-80.10452
"Roswell Park Cancer Institute, Division Of Health Research, Inc",42.886791,-78.878646
Envision Health Technologies Inc,40.932165,-73.823867
Lake Pontchartrain Basin Foundation,30.01272,-90.154069
Minneapolis Community And Technical College,44.977923,-93.278833
Amrf Llc,37.257177,-121.917374
Children's Research Institute,38.927324,-77.014727
Variables Machines Company,42.38811,-71.10002
Adavance Nanolytics Inc,32.975965,-96.782709
Morphosis Inc,37.887799,-122.26144
The Alexandria Archive Institute,37.731021,-122.461098
Chicago Children's Museum,41.891807,-87.605969
Ohlone Community College District,37.527686,-121.916366
Jelikalite Llc,40.707021,-74.010102
Kansas City Kansas Community College,39.122102,-94.748543
Association For Symbolic Logic,41.808055,-72.249398
"Diffract Technology, Inc.",42.357964,-71.05365
Cuny Kingsborough Community College,40.578102,-73.934876
Fresno City College,36.766138,-119.79765
Los Angeles Valley College,34.150924,-118.448704
Edmonds Community College,47.816242,-122.326841
"Rubi Laboratories, Llc",37.725995,-122.23926
Little Priest Tribal College,34.274452,-119.23918
"Nostopharma, Llc",39.04718,-77.17187
"Elateq, Inc.",42.336817,-72.631696
"Birch Biosciences, Llc",45.509798,-122.662347
"Radiologics, Inc.",38.5792,-90.390985
National Center For Genome Resources,35.63658,-105.95923
Fpf Education And Innovation Foundation,38.901122,-77.031193
Bellevue College,41.12622,-95.89409
Arapahoe Community College,39.608475,-105.019103
Oberlin College,41.290437,-82.217442
Cleveland Museum Of Natural History,41.511653,-81.613033
Research Foundation Of The City University Of New York,40.755725,-73.98883
University Of Mississippi Medical Center,32.299689,-90.184056
Pace University New York Campus,40.712749,-74.005994
Lawson State Community College,33.522217,-86.809079
X-Cor Therapeutics Inc,38.97115,-77.028473
Dtp Thermoelectrics Llc,34.157489,-118.081155
Juno Propulsion Inc.,47.300535,-122.328522
Tectaria Bio Llc,36.076595,-78.894594
Fourier Llc,39.899542,-74.823526
Advanced Carpet Recycling Llc,32.853054,-97.165502
"Semen And Embryo Advanced Reproductive Technologies (Smart), Llc",35.86864,-90.72132
Mimic Systems Inc,40.698863,-73.975029
Oncoblaze Llc,32.845628,-80.066391
Long Island Children's Museum,40.727875,-73.60042
"Cisterna Biologics, Inc.",33.214471,-117.340114
Data Elevate Llc,32.81721,-117.17972
"Terra Ai, Inc",37.48628,-122.232529
"Mvmnt-X, Inc.",37.47465,-122.19741
Sierra Streams Institute,39.24846,-121.017039
Space Tango Llc,38.04236,-84.48122
Simpson College,41.360301,-93.560964
Nearabl Inc.,40.773186,-73.989871
"Sonovoice, Inc.",35.7471,-78.67884
Millsaps College,42.16016,-84.42763
University Of Maine At Presque Isle,46.682584,-68.015227
Maine Development Foundation,44.340648,-69.793466
Scorpido Photonics,33.72245,-118.311713
Samsat,29.381768,-98.569316
Kalamazoo College,42.290187,-85.597844
Vireo Advisors Llc,42.322488,-71.116089
Ce-Ri-Ss Materials Llc,41.685095,-71.57939
Biocognon Llc,40.429804,-79.969768
Modendo Inc.,39.997519,-105.269524
Washington College,40.170867,-80.245458
Protein Design Solutions Llc,40.652264,-75.535002
The New York City Foundation For Computer Science Education,41.125054,-73.714149
Rowbot Systems Llc,44.977557,-93.263754
Silvis Materials,40.06339,-105.17076
University Of Puerto Rico Cayey,18.141481,-66.215626
Federation Of Amer Societies For Exper Biology,39.047825,-77.127443
Dominican University,41.89771,-87.815111
"Vsorts, Inc",39.094529,-77.489614
Kentucky State University,38.200176,-84.856611
Emmanuel College,42.340986,-71.10265
"Mfns Tech, Inc.",42.091018,-87.783502
"Bioquest Curriculum Consortium, Inc",43.053452,-71.17148
"Insigna, Inc.",40.089293,-88.241398
American Bar Foundation,46.485448,-94.36057
Simmons University,42.33932,-71.09996
Agnes Scott College,33.768335,-84.294523
Hood College,39.329296,-77.62204
St. Catherine University,44.948228,-93.091634
Digital Harbor Foundation,39.667998,-76.3792
Earthquake Engineering Research Institute,37.808886,-122.236177
American Samoa Community College,-14.27826,-170.687814
New York Hall Of Science,40.74719,-73.852071
Iona University,40.909592,-73.780491
"University Of California, Office Of The President, Oakland",37.802223,-122.271303
Linfield University,45.209297,-123.194489
Nucleon Power Inc,36.010294,-84.269567
Inaturalist,37.973859,-122.52922
"United Semiconductors, Llc",33.809195,-118.057952
"Thomas Jefferson Foundation, Inc.",38.009608,-78.450969
"Alternative Energy Materials, Llc",46.718921,-117.191205
Biodesign Challenge Inc,40.724959,-74.007472
Ironsides Medical Inc,42.365588,-71.104
"Forsee, Llc",32.490652,-86.424359
Wisconsin Lutheran College,43.037092,-88.022714
Lsu Health Sciences Center -Shreveport,32.480593,-93.760667
Vassar College,41.686497,-73.897715
"Boswell, Inc.",41.816564,-71.406852
Changeaerial Llc,32.773263,-117.198115
Sirenopt Inc,37.74069,-122.20093
Department Of State,38.894639,-77.048926
Translational Genomics Research Instittue,33.453085,-112.067015
Nexight Group Llc,38.994252,-77.028467
University Of North Carolina At Pembroke,34.679687,-79.19372
Vitro3d Inc.,40.019571,-105.218707
Anita Borg Institute For Women And Technology,41.888425,-87.787957
Utah Tech University,37.109837,-113.581188
General Services Administration,38.897043,-77.042568
University Of Iowa,41.659076,-91.533128
Access Sensor Technologies,40.596554,-105.071906
Space Science Institute,40.019598,-105.240061
California State University-Fresno Foundation,36.806881,-119.735996
American Mathematical Association Of Two-Year College,35.149844,-90.049566
Florence-Darlington Technical College,34.800157,-87.675926
Bentley University,42.383156,-71.224586
University Of Maryland Eastern Shore,38.21149,-75.68764
Mattiq Inc,41.889195,-87.655253
Goeppert Llc,39.955837,-75.1769
New Mexico Consortium,35.87731,-106.325312
Small Business Administration,38.884686,-77.015656
Learn Collaborate Inc.,34.1469,-118.39145
University Of Tampa,27.947681,-82.464494
"Dynamic Entropy Technology, Llc",46.240518,-119.266023
Hartwick College,42.458646,-75.071846
New York Women In Film & Television,40.75313,-73.887281
Uru The Right To Be Inc,41.42625,-72.92239
"Ai Metrics, Llc",33.511837,-86.812524
New England Complex Systems Institute,40.762887,-111.901422
Council Of Independent Colleges,38.909135,-77.044494
"Department Of Energy, Office Of Scientific And Technical Informa",36.010294,-84.269567
Department Of Defense,32.81808,-117.123829
Defense Information Systems Agency,39.107748,-76.746652
Saint Mary's College Of California,37.834025,-122.127525
Sacred Heart University,44.786871,-95.350038
Department Of Justice,38.893576,-77.025032
Williams College,39.683533,-74.992006
"Membrion, Inc.",47.649993,-122.379063
University Of South Alabama,30.692666,-88.18312
O-Robotix Inc,37.425978,-122.099746
University Of Puerto Rico Mayaguez,18.209638,-67.143949
"Gmj Technologies, Inc.",47.862695,-122.167308
Rocketml Inc,45.431045,-122.738398
University Of Vermont & State Agriculture College,44.478348,-73.201227
University Of Puerto Rico-Rio Piedras,26.189512,-98.155487
Military Sealift Command,36.943917,-76.277314
Sitka Sound Science Center Inc,40.809193,-96.701189
Thrupore Technologies,39.690478,-75.61065
Souvie Biodelivery Llc,32.432781,-110.945061
University Of Evansville,37.969939,-87.531222
Mechasim Inc.,42.372609,-71.086226
Bigelow Laboratory For Ocean Sciences,43.864325,-69.58496
"Seven Biosciences, Inc.",38.551098,-121.715276
Cleveland Clinic Foundation,41.502549,-81.621096
Bureau Of Reclamation,38.89463,-77.042606
Retinal Registry,32.65869,-117.03981
University Of Sounther California,34.017285,-118.28126
"Stemloop, Inc.",42.050335,-87.68433
North Park University,41.974931,-87.71017
Columbia Basin College,34.001312,-81.033552
Laredo Community College,35.240028,-79.567162
National Bureau Of Economic Research Inc,42.365588,-71.104
"Plexision, Inc.",40.465942,-79.952611
General Services Administration Transformation Technology Servic,38.897043,-77.042568
Sarkar-Klein-Labs,39.700909,-105.267571
Skroot Laboratory Inc.,42.04388,-93.62847
Sloan Kettering Institute For Cancer Research,42.871132,-77.885552
Houston Community College,29.760496,-95.363433
South Bend Woodworks Llc,41.676373,-86.251986
The Peregrine Fund,43.517272,-116.256296
Department Of Interior,38.89463,-77.042606
Oregon Institute Of Technology,42.223527,-121.782429
Quality Education For Minorities Network,38.906983,-77.042937
"Inherent Biosciences, Inc.",40.770133,-111.904053
"Millimeter Wave Systems, Llc",42.35283,-72.47779
Gordon Research Conferences,41.642565,-71.465606
"Rosales, Detbra",38.367022,-75.599528
Muskingum College,39.997655,-81.737787
Pyran Inc,43.05744,-89.47678
Bioaesthetics Corporation,35.999168,-78.902011
Circadian Positioning Systems Inc,41.483925,-71.314398
Atlas Ai P.b.c.,37.976496,-122.486381
Cornerstone Genomics Llc,39.44116,-77.76227
"Wildlife Protection Management, Inc.",35.19139,-106.52984
Riff Learning Inc,42.336246,-71.205414
University Of Puerto Rico At Bayamon,18.315489,-66.145931
Sensible Weather Co,34.020541,-118.492927
Mount San Antonio College,29.424534,-98.491484
Child Trends Inc,39.059034,-77.120381
Virtual Collaboration Research Inc.,42.381378,-71.108104
"Informuta, Inc.",29.981938,-90.075221
Aquasys Llc,38.929933,-77.04386
Sonoma State University,38.339554,-122.675464
"Start International, Inc.",40.575039,-105.069561
University Of West Florida,30.545481,-87.221385
"Rhodium Group, Llc",40.766752,-73.981504
Valencia Community College,28.54211,-81.379039
Frontline Biotechnologies Inc.,44.97106,-93.20407
Cold Spring Harbor Laboratory,40.871347,-73.456625
Aspiring Universe Corporation,40.09115,-88.23998
