INSTNM,INSTURL
Phagans Beauty College,www.phagans-schools.com/
Phagans Central Oregon Beauty College,www.phagans-schools.com/
Phagans School of Beauty,www.phagans-schools.com/
Phagans School of Hair Design,https://www.phagans.com/
Summit Salon Academy-Portland,www.summitsalonacademyportland.com/
Portland Community College,www.pcc.edu/
Portland State University,www.pdx.edu/
University of Portland,https://www.up.edu/
Reed College,https://www.reed.edu/
Rogue Community College,www.roguecc.edu/
Southern Oregon University,www.sou.edu/
Southwestern Oregon Community College,www.socc.edu/
Treasure Valley Community College,https://www.tvcc.cc/
Umpqua Community College,https://www.umpqua.edu/
Warner Pacific University,https://www.warnerpacific.edu/
Corban University,https://www.corban.edu/
Western Seminary,www.westernseminary.edu/
Willamette University,www.willamette.edu/
Western Oregon University,https://wou.edu/
University of Western States,https://www.uws.edu/
Bryn Athyn College of the New Church,www.brynathyn.edu/
Academy of Vocal Arts,www.avaopera.org/
Albright College,www.albright.edu/home/
All-State Career School,www.allstatecareer.edu/
Community College of Allegheny County,https://www.ccac.edu/
Allegheny College,https://allegheny.edu/
The  Beauty Institute,https://www.thebeautyinstituteskp.edu/
DeSales University,www.desales.edu/
Altoona Beauty School Inc,www.altoonabeautyschool.com/
Alvernia University,https://www.alvernia.edu/
The Beauty Institute-Ambler,ambler.thebeautyinstituteskp.edu/
American College of Financial Services,https://www.theamericancollege.edu/
Automotive Training Center-Exton,www.autotraining.edu/
Clarks Summit University,https://www.clarkssummitu.edu/
Community College of Beaver County,https://www.ccbc.edu/
Arcadia University,https://www.arcadia.edu/
Missio Theological Seminary,www.missio.edu/
Bryn Mawr College,www.brynmawr.edu/
Bucknell University,www.bucknell.edu/
Bucks County Community College,www.bucks.edu/
Bucks County School of Beauty Culture Inc,www.bcsbc.edu/
Butler Beauty Academy,beautyacademies.net/
Butler County Community College,https://www.bc3.edu/
Cabrini University,www.cabrini.edu/
Carlow University,www.carlow.edu/
Carnegie Mellon University,www.cmu.edu/
Cedar Crest College,www.cedarcrest.edu/
Central Penn College,https://www.centralpenn.edu/
Chatham University,www.chatham.edu/
Chestnut Hill College,www.chc.edu/
Cheyney University of Pennsylvania,https://www.cheyney.edu/
Citizens School of Nursing,https://www.ahn.org/education/citizens-school-nursing
DLP Conemaugh Memorial Medical Center,www.conemaugh.org/education
Curtis Institute of Music,www.curtis.edu/
Delaware County Community College,www.dccc.edu/
Delaware Valley University,www.delval.edu/
Dickinson College,https://www.dickinson.edu/
Douglas Education Center,www.dec.edu/
Drexel University,https://drexel.edu/
Duquesne University,www.duq.edu/
East Stroudsburg University of Pennsylvania,https://www.esu.edu/
Eastern University,https://www.eastern.edu/about/student-consumer-information
Elizabethtown College,www.etown.edu/
Empire Beauty School-Lebanon,www.empire.edu/
Empire Beauty School-York,www.empire.edu/
Empire Beauty School-Lancaster,www.empire.edu/
Empire Beauty School-Shamokin Dam,www.empire.edu/
Empire Beauty School-Pottsville,www.empire.edu/
Empire Beauty  School-Lehigh Valley,www.empire.edu/
Empire Beauty School-Gwinnett,www.empire.edu/
Empire Beauty School-Wyoming Valley,www.empire.edu/
Empire Beauty School-Harrisburg,www.empire.edu/
Empire Beauty School-Reading,www.empire.edu/
Erie Institute of Technology Inc,www.erieit.edu/
Franklin and Marshall College,www.fandm.edu/
Gannon University,www.gannon.edu/
Geneva College,www.geneva.edu/
Gettysburg College,https://www.gettysburg.edu/
Empire Beauty School-NE Philadelphia,www.empire.edu/
Gratz College,https://www.gratz.edu/
Grove City College,www.gcc.edu/
Gwynedd Mercy University,https://www.gmercyu.edu/
Harcum College,https://www.harcum.edu/s/1044/edu/start.aspx
Harrisburg Area Community College,www.hacc.edu/
Haverford College,https://www.haverford.edu/
Commonwealth Technical Institute,www.dli.pa.gov/Individuals/Disability-Services/CTI-HGAC/Pages/Home.aspx
Holy Family University,https://www.holyfamily.edu/
Immaculata University,www.immaculata.edu/
Indiana University of Pennsylvania-Main Campus,www.iup.edu/
UPMC Jameson School of Nursing,www.upmc.com/healthcare-professionals/education/schools-of-nursing/campuses/jameson
Great Lakes Institute of Technology,www.glit.edu/
Johnson College,www.johnson.edu/
Juniata College,www.juniata.edu/
Keystone College,https://www.keystone.edu/
King's College,www.kings.edu/
Butler Beauty Academy-Kittanning Beauty Academy,beautyacademies.net/
Kutztown University of Pennsylvania,https://www.kutztown.edu/
La Roche University,www.laroche.edu/
La Salle University,www.lasalle.edu/
Lackawanna College,https://www.lackawanna.edu/
Lafayette College,https://www.lafayette.edu/
Lancaster Bible College,https://www.lbc.edu/
Lancaster Theological Seminary,www.lancasterseminary.edu/
Lancaster School of Cosmetology & Therapeutic Bodywork,lancasterschoolofcosmetology.com/
Lansdale School of Business,www.lsb.edu/
Lansdale School of Cosmetology Inc,www.lansdalecosmetology.com/
Lebanon Valley College,www.lvc.edu/
Lehigh Carbon Community College,www.lccc.edu/
Miller-Motte College-Berks Technical Institute,https://www.berks.edu/
Lehigh University,www.lehigh.edu/
Lincoln Technical Institute-Allentown,www.lincolntech.edu/campus/allentown-pa
Lincoln Technical Institute-Philadelphia,www.lincolntech.edu/campus/philadelphia-pa
Lincoln University,www.lincoln.edu/
UPMC St. Margaret School of Nursing,https://www.upmc.com/stmargson
United Lutheran Seminary,https://www.unitedlutheranseminary.edu/
Luzerne County Community College,www.luzerne.edu/
Lycoming College,https://www.lycoming.edu/
Manor College,www.manor.edu/
Marywood University,https://www.marywood.edu/
Vet Tech Institute,vti.edu/
Roxborough Memorial Hospital School of Nursing,www.roxboroughmemorial.com/
Mercyhurst University,www.mercyhurst.edu/
Messiah University,www.messiah.edu/
ASPIRA City College,https://aspiracitycollege.edu/
Millersville University of Pennsylvania,www.millersville.edu/
Misericordia University,www.misericordia.edu/
Montgomery County Community College,www.mc3.edu/
Moore College of Art and Design,www.moore.edu/
Moravian University,www.moravian.edu/
Mount Aloysius College,www.mtaloy.edu/
Muhlenberg College,www.muhlenberg.edu/
Neumann University,www.neumann.edu/
New Castle School of Trades,https://www.ncstrades.edu/
Northampton County Area Community College,www.northampton.edu/
Heritage Valley Health System School of Nursing,www.heritagevalley.org/
Orleans Technical College,https://www.orleanstech.edu/
Salus University,https://www.salus.edu/
Pennsylvania Institute of Technology,www.pit.edu/
Pennsylvania State University-Penn State Erie-Behrend College,https://behrend.psu.edu/
Pennsylvania State University-Penn State Great Valley,https://greatvalley.psu.edu/
Pennsylvania State University-Penn State New Kensington,https://newkensington.psu.edu/
Pennsylvania State University-Penn State Shenango,https://shenango.psu.edu/
Pennsylvania State University-Penn State Wilkes-Barre,https://wilkesbarre.psu.edu/
Pennsylvania State University-Penn State Scranton,https://scranton.psu.edu/
Pennsylvania State University-Penn State Lehigh Valley,https://lehighvalley.psu.edu/
Pennsylvania State University-Penn State Altoona,https://altoona.psu.edu/
Pennsylvania State University-Penn State Beaver,https://beaver.psu.edu/
Pennsylvania State University-Penn State Berks,https://berks.psu.edu/
Pennsylvania State University-Penn State Harrisburg,https://harrisburg.psu.edu/
Pennsylvania State University-Penn State Brandywine,https://www.brandywine.psu.edu/
Pennsylvania State University-Penn State DuBois,https://dubois.psu.edu/
Pennsylvania State University-Penn State Fayette- Eberly,https://fayette.psu.edu/
Pennsylvania State University-Penn State Hazleton,https://hazleton.psu.edu/
Pennsylvania State University-Main Campus,https://www.psu.edu/
Pennsylvania State University-Penn State Greater Allegheny,https://greaterallegheny.psu.edu/
Pennsylvania State University-Penn State Mont Alto,https://montalto.psu.edu/
Pennsylvania State University-Penn State Abington,https://www.abington.psu.edu/
Pennsylvania State University-Penn State Schuylkill,https://schuylkill.psu.edu/
Pennsylvania State University-Penn State York,https://www.york.psu.edu/
Peirce College,https://www.peirce.edu/
Penn Commercial Business/Technical School,www.penncommercial.edu/
Pennco Tech-Bristol,https://www.penncotech.edu/
Pennsylvania Academy of the Fine Arts,https://www.pafa.org/
Pennsylvania Gunsmith School,https://pagunsmith.edu/
Cortiva Institute,www.cortiva.edu/
Pennsylvania College of Art and Design,pcad.edu/
University of Pennsylvania,www.upenn.edu/
University of the Arts,https://www.uarts.edu/
Cairn University-Langhorne,www.cairn.edu/
Philadelphia College of Osteopathic Medicine,www.pcom.edu/
Community College of Philadelphia,www.ccp.edu/
University of Pittsburgh-Bradford,https://www.upb.pitt.edu/
University of Pittsburgh-Greensburg,www.greensburg.pitt.edu/
University of Pittsburgh-Johnstown,www.upj.pitt.edu/
University of Pittsburgh-Pittsburgh Campus,www.pitt.edu/
University of Pittsburgh-Titusville,www.titusville.pitt.edu/home
Pittsburgh Institute of Aeronautics,www.pia.edu/
Pittsburgh Institute of Mortuary Science Inc,www.pims.edu/
Pittsburgh Technical College,www.ptcollege.edu/
Pittsburgh Theological Seminary,https://www.pts.edu/
Point Park University,www.pointpark.edu/
Joseph F McCloskey School of Nursing,www.lvhn.org/education/joseph-f-mccloskey-school-nursing
The Salon Professional Academy-Altoona,www.tspaaltoona.com/
Reading Area Community College,https://www.racc.edu/
Reading Hospital School of Health Sciences,https://reading.towerhealth.org/academics/health-sciences/
Reconstructionist Rabbinical College,www.rrc.edu/
Walnut Hill College,https://www.walnuthillcollege.edu/
Robert Morris University,www.rmu.edu/
Rosedale Technical College,www.rosedaletech.org/
Rosemont College,www.rosemont.edu/
Saint Francis University,www.francis.edu/
Saint Joseph's University,https://www.sju.edu/
Saint Vincent College,https://www.stvincent.edu/
Saint Vincent Seminary,https://www.saintvincentseminary.edu/
Schuylkill Technology Center,www.stcenters.org/
University of Scranton,www.scranton.edu/
Seton Hill University,www.setonhill.edu/
UPMC Shadyside School of Nursing,https://www.upmc.com/shyson
Sharon Regional School of Nursing,https://www.sharonregionalmedical.org/school-nursing-sharon
Laurel Technical Institute,www.laurel.edu/
Shippensburg University of Pennsylvania,www.ship.edu/
Slippery Rock University of Pennsylvania,https://www.sru.edu/
Saint Charles Borromeo Seminary-Overbrook,www.scs.edu/
South Hills Beauty Academy,www.shnhbeauty.com/
South Hills School of Business & Technology,www.southhills.edu/
St Lukes Hospital School of Nursing,https://www.slhn.org/bethlehem
The Beauty Institute,www.thebeautyinstituteskp.edu/
Susquehanna University,www.susqu.edu/
Swarthmore College,www.swarthmore.edu/
Thaddeus Stevens College of Technology,stevenscollege.edu/
Talmudical Yeshiva of Philadelphia,https://www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/?C=N;O=D
Temple University,www.temple.edu/
Theological Seminary of the Reformed Episcopal Church,reseminary.edu/
Thiel College,https://www.thiel.edu/
Thomas Jefferson University,www.jefferson.edu/
Triangle Tech Inc-Pittsburgh,www.triangle-tech.edu/
Triangle Tech Inc-Greensburg,https://triangle-tech.edu/
Triangle Tech Inc-Dubois,https://www.triangle-tech.edu/
Trinity Episcopal School for Ministry,www.tsm.edu/
Ursinus College,www.ursinus.edu/
University of Valley Forge,https://www.valleyforge.edu/
Valley Forge Military College,https://www.vfmac.edu/
Venus Beauty Academy,www.venusbeautyacademy.com/
Villanova University,www.villanova.edu/
Washington Health System School of Nursing,www.whs.org/
Washington & Jefferson College,www.washjeff.edu/
Waynesburg University,www.waynesburg.edu/
Welder Training and Testing Institute,www.wtti.edu/
West Chester University of Pennsylvania,https://www.wcupa.edu/
Western Pennsylvania Hospital School of Nursing,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital
Westminster College,www.westminster.edu/
Westminster Theological Seminary,https://www.wts.edu/
Westmoreland County Community College,https://westmoreland.edu/
Widener University,https://www.widener.edu/
Wilkes University,https://www.wilkes.edu/
Williamson College of the Trades,https://www.williamson.edu/
Wilson College,www.wilson.edu/
Yeshivath Beth Moshe,https://yeshivabethmoshe.com/
York College of Pennsylvania,https://www.ycp.edu/
YTI Career Institute-York,www.yti.edu/
Brown University,www.brown.edu/
Bryant University,https://www.bryant.edu/
Johnson & Wales University-Providence,https://www.jwu.edu/campuses/providence/
New England Institute of Technology,https://www.neit.edu/
New England Tractor Trailer Training School of Rhode Island,nettts.com/
Providence College,www.providence.edu/
Rhode Island College,www.ric.edu/
Community College of Rhode Island,www.ccri.edu/
University of Rhode Island,https://web.uri.edu/
Rhode Island School of Design,www.risd.edu/
Roger Williams University,https://www.rwu.edu/
Salve Regina University,www.salve.edu/
Empire Beauty School-Warwick,www.empire.edu/
Northpoint Bible College,www.northpoint.edu/
Aiken Technical College,https://www.atc.edu/
Allen University,https://www.allenuniversity.edu/
Anderson University,www.andersonuniversity.edu/
Charleston Southern University,https://www.charlestonsouthern.edu/
Technical College of the Lowcountry,tcl.edu/
Benedict College,www.benedict.edu/
Bob Jones University,www.bju.edu/
Southern Wesleyan University,www.swu.edu/
Charleston Cosmetology Institute,www.charlestoncosmetology.com/
College of Charleston,https://www.cofc.edu/
Charzanne Beauty College,https://charzannebeautycollege.com/
Northeastern Technical College,www.netc.edu/
Citadel Military College of South Carolina,https://citadel.edu/
Claflin University,www.claflin.edu/
Clemson University,www.clemson.edu/
Clinton College,www.clintoncollege.edu/
Coker University,https://coker.edu/
